#name	lat	lon	country	population
Dhaulpur	26.69286	77.87968	IN	133075
Dhirkot	34.03917	73.57694	PK	195000
Dhule	20.9013	74.77737	IN	375559
Dhārāvi	19.05	72.86667	IN	700000
Diadema	-23.68611	-46.62278	BR	393237
Dibrugarh	27.47989	94.90837	IN	145488
Didao	45.34725	130.83693	CN	109561
Diepsloot	-25.93312	28.01213	ZA	350000
Diez de Octubre	23.0881	-82.3597	CU	227293
Digos	6.74972	125.35722	PH	116122
Digri	25.15657	69.11098	PK	234578
Dihok	36.86608	42.9879	IQ	340900
Dijon	47.31344	5.01391	FR	159941
Dikirnis	31.08898	31.59478	EG	101082
Dili	-8.55861	125.57361	TL	150000
Dimitrovgrad	54.21386	49.61838	RU	132226
Dimāpur	25.91174	93.7217	IN	135860
Din Daeng	13.7904	100.57014	TH	130220
Dinaig	7.16985	124.20836	PH	116768
Dinajpur	25.62745	88.63779	BD	206234
Dinapore	25.63705	85.04794	IN	152940
Dinapur Nizamat	25.63847	85.05118	IN	182429
Dindigul	10.36896	77.98036	IN	292512
Dingxi	35.57088	104.62303	CN	420614
Dingzhou	38.51473	114.9868	CN	152934
Diourbel	14.64792	-16.24363	SN	157554
Dire Dawa	9.59306	41.86611	ET	343000
Disūq	31.13259	30.64784	EG	149291
Divinópolis	-20.14355	-44.89065	BR	231091
Divo	5.83739	-5.35723	CI	136627
Dixinn	9.55111	-13.67306	GN	137287
Diyarbakır	37.91363	40.21721	TR	1833684
Djelfa	34.67279	3.263	DZ	265833
Djibouti	11.58901	43.14503	DJ	626512
Dnipro	48.46664	35.04066	UA	968502
Dniprovskyi	50.45366	30.60146	UA	357900
Dodoma	-6.17221	35.73947	TZ	765179
Doha	25.28545	51.53096	QA	344939
Dohad	22.83283	74.25986	IN	118846
Doilungdêqên	29.65505	90.99177	CN	137451
Dokri	27.37421	68.09715	PK	125000
Dolisie	-4.19834	12.66664	CG	121000
Dombivali	19.21667	73.08333	IN	1247327
Donaustadt	48.2333	16.46002	AT	187007
Doncaster	53.52285	-1.13116	GB	113566
Donetsk	48.023	37.80224	UA	901645
Dongguan	23.01797	113.74866	CN	9644871
Donghae City	37.54389	129.10694	KR	101128
Donghai	22.94593	115.64204	CN	264709
Dongling	41.81444	123.57583	CN	171454
Dongtai	32.85231	120.30947	CN	262873
Dongyang	29.26778	120.22528	CN	130387
Dongying	37.46271	118.49165	CN	998968
Donostia / San Sebastián	43.31283	-1.97499	ES	185357
Dordrecht	51.81	4.67361	NL	119260
Dortmund	51.51494	7.466	DE	588462
Dorūd	33.49218	49.0616	IR	121638
Dos Hermanas	37.28287	-5.92088	ES	122943
Dosquebradas	4.83916	-75.66727	CO	206693
Douala	4.04827	9.70428	CM	1338082
Douliu	23.70944	120.54333	TW	107924
Dourados	-22.22111	-54.80556	BR	162202
Downey	33.94001	-118.13257	US	114219
Drammen	59.74389	10.20449	NO	106013
Dresden	51.05089	13.73832	DE	564904
Dubai	25.07725	55.30927	AE	3790000
Dubai Investments Park	25.00827	55.15682	AE	160000
Dubai Marina	25.08525	55.14646	AE	120000
Dublin	53.33306	-6.24889	IE	1024027
Dubréka	9.79111	-13.52333	GN	182296
Dudley	52.5	-2.08333	GB	199059
Duekoué	6.74202	-7.34918	CI	117023
Duisburg	51.43247	6.76516	DE	504358
Dumaguete	9.30646	123.30769	PH	113541
Dumai	1.66711	101.44316	ID	349389
Dundee	56.46913	-2.97489	GB	148210
Dundo	-7.36643	20.81557	AO	177604
Dunedin	-45.87416	170.50361	NZ	132800
Dunhua	43.36954	128.22861	CN	148844
Dunhuang	40.16667	94.68333	CN	186027
Duque de Caxias	-22.78556	-43.31167	BR	818329
Durban	-29.8579	31.0292	ZA	3338026
Durg	21.19147	81.27619	IN	268806
Durgapur	23.51583	87.30801	IN	518872
Durham	35.99403	-78.89862	US	257636
Durrës	41.32355	19.45469	AL	195920
Dushanbe	38.53575	68.77905	TJ	679400
Dusit	13.77706	100.51958	TH	107655
Duyun	26.26667	107.51667	CN	198516
Dzerzhinsk	56.24422	43.45543	RU	233126
Düsseldorf	51.22319	6.77927	DE	618685
Düzce	40.83889	31.16389	TR	194097
Dārjiling	27.03333	88.26667	IN	123797
Dąbrowa Górnicza	50.33394	19.20479	PL	116971
Dĩ An	10.90682	106.7694	VN	463023
Dīla	6.41667	38.31667	ET	158800
Dūmā	33.57175	36.4027	SY	111864
East Chattanooga	35.06535	-85.24912	US	154024
East Flatbush	40.65371	-73.93042	US	178464
East Hampton	37.03737	-76.33161	US	147993
East Harlem	40.79472	-73.9425	US	115921
East Helsinki	60.21043	25.08289	FI	170557
East Independence	39.09556	-94.35523	US	110675
East Jerusalem	31.78336	35.23388	PS	428304
East London	-33.01529	27.91162	ZA	478676
East Los Angeles	34.0239	-118.17202	US	126496
East New York	40.66677	-73.88236	US	173198
Eastbourne	50.76871	0.28453	GB	101689
Ebetsu	43.10806	141.55056	JP	133953
Ebina	35.38121	139.39651	JP	136516
Ebute Ikorodu	6.60086	3.48818	NG	535619
Ecatepec de Morelos	19.60492	-99.06064	MX	1645352
Ede	7.73635	4.43536	NG	159866
Edinburgh	55.95206	-3.19648	GB	514990
Edirne	41.67719	26.55597	TR	180002
Edison	40.51872	-74.4121	US	102548
Edmonton	53.55014	-113.46871	CA	1010899
Edogawe	35.69225	139.87308	JP	697932
Edéa	3.8	10.13333	CM	103861
Efon-Alaaye	7.65649	4.92235	NG	279319
Eimsbüttel	53.57416	9.95679	DE	269118
Eindhoven	51.44083	5.47778	NL	235691
Eixample	41.38896	2.16179	ES	266477
Ejido	8.54665	-71.24087	VE	120978
Ejigbo	7.90303	4.31364	NG	138357
Ekibastuz	51.72371	75.32287	KZ	121470
El Achir	36.06386	4.62744	DZ	158333
El Cajon	32.79477	-116.96253	US	103679
El Daein	11.46186	26.12583	SD	264734
El Dibir	11.76667	51.21667	SO	200000
El Eulma	36.15281	5.69016	DZ	145380
El Fasher	13.62793	25.34936	SD	252609
El Geneina Fort	13.47481	22.45744	SD	134264
El Jadida	33.25682	-8.50882	MA	212863
El Kelaa des Srarhna	32.05121	-7.41079	MA	103982
El Limón	10.30589	-67.63212	VE	148247
El Monte	34.06862	-118.02757	US	116732
El Mourouj	36.71364	10.2096	TN	120732
El Obeid	13.18421	30.21669	SD	393311
El Oued	33.35608	6.86319	DZ	186525
El Paso	31.75872	-106.48693	US	678815
El Progreso	15.4	-87.8	HN	100810
El Tigre	8.88902	-64.2527	VE	222450
El Vigía	8.6135	-71.65702	VE	162289
Elazığ	38.67431	39.22321	TR	443363
Elbasan	41.11138	20.08224	AL	100903
Elbląg	54.1522	19.40884	PL	127558
Elche	38.26218	-0.70107	ES	234765
Eldoret	0.52036	35.26993	KE	475716
Elektrostal’	55.78647	38.45713	RU	144387
Elgin	42.03725	-88.28119	US	112111
Elista	46.30794	44.25537	RU	106971
Elizabeth	40.66399	-74.2107	US	129007
Elk Grove	38.4088	-121.37162	US	166913
Elmhurst	40.73649	-73.87791	US	113364
Eloy Alfaro	-2.16919	-79.83987	EC	315724
Eluru	16.71311	81.10437	IN	218020
Emalahleni	-25.87133	29.23323	ZA	373403
Embu das Artes	-23.64889	-46.85222	BR	250691
Eminabad	32.04237	74.25996	PK	150646
Encheng	22.18659	112.30424	CN	110921
Enfield Town	51.65147	-0.08497	GB	156858
Engels	51.48389	46.10528	RU	196011
Enschede	52.21833	6.89583	NL	153655
Ensenada	31.87149	-116.60071	MX	443807
Enshi	30.3	109.48333	CN	279185
Entebbe	0.05621	32.47949	UG	102600
Enterprise	36.02525	-115.24194	US	108481
Enugu	6.44132	7.49883	NG	950000
Envigado	6.17591	-75.59174	CO	163007
Epworth	-17.89	31.1475	ZW	206365
Erbil	36.19117	44.00943	IQ	1612700
Erebuni	40.13309	44.53009	AM	129700
Ereğli	37.51333	34.04672	TR	156253
Erfurt	50.97734	11.03536	DE	218793
Erlangen	49.59099	11.00783	DE	102675
Ermelino Matarazzo	-23.49472	-46.47389	BR	112333
Ermelo	-26.53333	29.98333	ZA	100324
Erode	11.3428	77.72741	IN	521891
Errachidia	31.9314	-4.42663	MA	100870
Erzincan	39.73919	39.49015	TR	150714
Erzurum	39.90861	41.27694	TR	767848
Escondido	33.11921	-117.08642	US	151038
Escuintla	14.30097	-90.78816	GT	156313
Esenler	41.0435	28.87619	TR	520235
Esenyurt	41.02697	28.67732	TR	983571
Eskişehir	39.77667	30.52056	TR	921630
Eslamshahr	35.55222	51.23504	IR	450000
Esmeraldas	0.9592	-79.65397	EC	218727
Esna	25.29336	32.55402	EG	462787
Espoo	60.2052	24.6522	FI	323910
Essen	51.45657	7.01228	DE	593085
Esuk Oron	4.80293	8.25341	NG	112033
Etah	27.55879	78.65692	IN	131023
Etobicoke	43.64415	-79.56985	CA	365000
Etwatwa	-26.12516	28.45472	ZA	151866
Etāwah	26.77615	79.02133	IN	257448
Eugene	44.05207	-123.08675	US	176654
Eunápolis	-16.3775	-39.58028	BR	113710
Evansville	37.97476	-87.55585	US	119943
Evaton	-26.53333	27.85	ZA	725468
Everett	47.97898	-122.20208	US	108010
Exeter	50.7236	-3.52751	GB	130709
Ezeiza	-34.8544	-58.52474	AR	115021
Ezhou	30.4	114.83333	CN	193652
E’zhou	30.39607	114.88655	CN	668727
Facatativá	4.81367	-74.35453	CO	141762
Fairfield	38.24936	-122.03997	US	112970
Faisalabad	31.41554	73.08969	PK	3800193
Fangchenggang	21.76945	108.35661	CN	276315
Fanling	22.49487	114.13949	HK	263200
Fardīs	35.7555	50.9967	IR	181174
Fargo	46.87719	-96.7898	US	118523
Faridabad	28.41124	77.31316	IN	1414050
Farrukhābād	27.39134	79.5793	IN	241152
Farīdpur	23.60612	89.84064	BD	112187
Fatehpur	25.92774	80.81266	IN	166480
Fatih	41.0225	28.94083	TR	356025
Favoriten	48.16116	16.38233	AT	201882
Fayetteville	35.05266	-78.87836	US	201963
Fazenda Rio Grande	-25.6575	-49.30806	BR	148873
Feira de Santana	-12.26667	-38.96667	BR	619609
Fendou	46.64142	124.86283	CN	226298
Fengcheng	34.70388	116.58717	CN	161850
Fengcheng	40.45361	124.07167	CN	120514
Fengcheng	29.82587	107.06019	CN	175576
Fenghuang	27.93557	109.59961	CN	370000
Fengshan	22.62659	120.36126	TW	356463
Fengxiang	30.85841	121.46779	CN	1140872
Fergana	40.38421	71.78432	UZ	299200
Fernando de la Mora	-25.3386	-57.52167	PY	120167
Ferrara	44.83804	11.62057	IT	132009
Ferraz de Vasconcelos	-23.54083	-46.36861	BR	179198
Fes	34.03313	-5.00028	MA	1191905
Fianarantsoa	-21.45267	47.08569	MG	203105
Firozpur	30.92574	74.61311	IN	110313
Florence	43.77925	11.24626	IT	367150
Florencia	1.61549	-75.60412	CO	168346
Florianópolis	-27.59667	-48.54917	BR	508826
Floridablanca	7.06222	-73.08644	CO	267591
Floridsdorf	48.25	16.4	AT	162779
Foggia	41.45845	15.55188	IT	137032
Fontana	34.09223	-117.43505	US	212704
Fontanar	23.02389	-82.408	CU	178601
Forlì	44.22177	12.04144	IT	116696
Formosa	-26.18489	-58.17313	AR	222226
Formosa	-15.53722	-47.33444	BR	115901
Fort Collins	40.58526	-105.08442	US	170924
Fort Lauderdale	26.12231	-80.14338	US	183146
Fort Wayne	41.1306	-85.12886	US	260326
Fort Worth	32.72541	-97.32085	US	1008106
Fortaleza	-3.71722	-38.54306	BR	2400000
Fortechnyi	48.49865	32.25365	UA	167451
Foshan	23.02677	113.13148	CN	9042509
Foumban	5.72662	10.89865	CM	130287
Foz do Iguaçu	-25.54778	-54.58806	BR	297352
Franca	-20.53861	-47.40083	BR	358539
Franceville	-1.63333	13.58357	GA	132895
Francisco Morato	-23.28167	-46.74528	BR	165139
Francistown	-21.17	27.50778	BW	103417
Franco da Rocha	-23.32167	-46.72694	BR	144849
Frankfurt am Main	50.11552	8.68417	DE	650000
Freetown	8.48714	-13.2356	SL	802639
Freguesia do Ó	-23.49877	-46.69983	BR	137240
Freiburg	47.9959	7.85222	DE	237460
Fremont	37.54827	-121.98857	US	232206
Fresnillo	23.1749	-102.86785	MX	143281
Fresno	36.74773	-119.77237	US	542107
Friedrichshain	52.51559	13.45482	DE	117829
Frisco	33.15067	-96.82361	US	154407
Fuchū	35.67452	139.48216	JP	262790
Fuding	27.32734	120.21399	CN	192352
Fuencarral	40.5	-3.68333	ES	238765
Fuencarral-El Pardo	40.4984	-3.7314	ES	220085
Fuenlabrada	40.28419	-3.79415	ES	190496
Fujairah	25.11641	56.34141	AE	118933
Fuji	29.14819	105.37391	CN	131927
Fuji	35.16667	138.68333	JP	245392
Fujieda	34.86667	138.26667	JP	145032
Fujimino	35.90196	139.52489	JP	113597
Fujinomiya	35.21667	138.61667	JP	132507
Fujisawa	35.34926	139.47666	JP	439728
Fukayachō	36.2	139.28333	JP	141268
Fukui-shi	36.06443	136.22257	JP	262328
Fukuoka	33.6	130.41667	JP	1612392
Fukushima	37.75	140.46667	JP	294237
Fukuyama	34.48333	133.36667	JP	468812
Fuling	29.70997	107.39391	CN	268658
Fullerton	33.87029	-117.92534	US	140847
Funchal	32.66568	-16.92547	PT	105795
Funtua	11.52351	7.31174	NG	136811
Funza	4.71638	-74.21195	CO	116890
Fushun	41.88669	123.94363	CN	1400646
Fuxin	42.01556	121.65889	CN	689050
Fuyang	32.9	115.81667	CN	1768947
Fuyu	45.18333	124.81667	CN	138704
Fuzhou	27.95999	116.33333	CN	1089888
Fuzhou	26.06139	119.30611	CN	3740000
Fu’an	27.09131	119.64446	CN	154439
Fyzābād	26.77549	82.15018	IN	153047
Fès al Bali	34.0701	-4.95473	MA	156000
Fürth	49.47593	10.98856	DE	132036
Fāqūs	30.72816	31.79697	EG	116945
Fīrozābād	27.15092	78.39781	IN	306409
Gabela	-10.85147	14.37993	AO	116903
Gaborone	-24.65451	25.90859	BW	246325
Gabès	33.88146	10.0982	TN	110075
Gadag	15.42977	75.62971	IN	172612
Gadag-Betageri	15.4167	75.6167	IN	172813
Gagnoa	6.13193	-5.9506	CI	277044
Gainesville	29.65163	-82.32483	US	145214
Gajuwaka	17.7	83.21667	IN	258944
Galaţi	45.43687	28.05028	RO	217851
Gama	-16.02511	-48.07121	BR	139467
Gandajika	-6.74504	23.95328	CD	208051
Gandhinagar	23.21667	72.68333	IN	292797
Gangavati	15.4313	76.52933	IN	114642
Gangneung	37.75266	128.87239	KR	208161
Gangtok	27.32574	88.61216	IN	100286
Gangu Chengguanzhen	34.73564	105.32632	CN	103589
Gangāpur	26.47249	76.71744	IN	120115
Ganja	40.68157	46.36134	AZ	330663
Ganzhou	25.84664	114.9326	CN	1977253
Gao	16.27167	-0.04472	ML	133110
Gaojing	31.32225	121.4751	CN	127512
Gaomi	36.38333	119.75278	CN	391986
Gaoping	30.77576	106.10294	CN	204368
Gaozhou	21.91965	110.85678	CN	292164
Gapan	15.3072	120.9464	PH	129610
Garanhuns	-8.88202	-36.50216	BR	151064
Garden Grove	33.77391	-117.94145	US	175393
Gardez	33.59744	69.22592	AF	103601
Garhi Khairo	28.05717	67.97898	PK	193297
Garissa	-0.45275	39.64601	KE	163399
Garland	32.91262	-96.63888	US	236897
Garut	-7.245	107.921	ID	131809
Gashua	12.87398	11.04057	NG	125817
Gasteiz / Vitoria	42.84998	-2.67268	ES	257407
Gatineau	45.47723	-75.70164	CA	300045
Gaya	24.79686	85.00385	IN	474093
Gaza	31.50161	34.46672	PS	410000
Gaziantep	37.05944	37.3825	TR	2222415
Gazipur	23.99844	90.42234	BD	2674697
Gboko	7.32275	9.00108	NG	365000
Gbongan	7.47734	4.35351	NG	139485
Gdańsk	54.35227	18.64912	PL	487371
Gdynia	54.51889	18.53188	PL	257000
Gebze	40.80276	29.43068	TR	281436
Geelong	-38.14711	144.36069	AU	282809
Geita	-2.8725	32.2325	TZ	318006
Gejiu	23.36085	103.15372	CN	136135
Gelsenkirchen	51.50508	7.09654	DE	270028
Gemena	3.25651	19.77234	CD	197159
General Santos	6.11278	125.17167	PH	722059
Geneva	46.20222	6.14569	CH	201741
Genoa	44.40478	8.94439	IT	580097
Gent	51.05	3.71667	BE	265086
Geoje	34.81379	128.70556	KR	232921
George	-33.963	22.46173	ZA	188580
George Town	5.41123	100.33543	MY	158336
Georgetown	6.80448	-58.15527	GY	235017
Gera	50.88029	12.08187	DE	104659
Gereida	11.27543	25.14026	SD	120000
Germiston	-26.23481	28.17665	ZA	255863
Getafe	40.30571	-3.73295	ES	187525
Geylang	1.31953	103.88689	SG	110201
Ghardaïa	32.49094	3.67347	DZ	142913
Ghazni	33.55391	68.42096	AF	141000
Ghazīpur	25.58333	83.58526	IN	103095
Ghotki	28.00437	69.31569	PK	119879
Ghulja	43.91515	81.32151	CN	269158
Ghāziābād	28.66535	77.43915	IN	1199191
Gia Lâm	21.02	105.939	VN	309353
Gifu	35.42291	136.76039	JP	402557
Gijang	35.24417	129.21389	KR	176388
Gijón	43.53573	-5.66152	ES	271780
Gilbert	33.35283	-111.78903	US	247542
Gilgit	35.91869	74.31245	PK	216760
Gillingham	51.38914	0.54863	GB	101187
Gimcheon	36.12176	128.11981	KR	150000
Gimpo-si	37.62361	126.71417	KR	203391
Gingoog	8.82778	125.09972	PH	138895
Ginowan	26.26265	127.76147	JP	100125
Girardot City	4.30079	-74.80754	CO	107324
Giresun	40.91698	38.38741	TR	125682
Girga	26.33721	31.89295	EG	151256
Giridih	24.18622	86.30875	IN	114533
Girona	41.98311	2.82493	ES	100266
Girón	7.0682	-73.16981	CO	108466
Gisenyi	-1.70278	29.25639	RW	172357
Giza	30.00944	31.20861	EG	4367343
Giá Rai	9.23444	105.45833	VN	145340
Glasgow	55.86515	-4.25763	GB	626410
Glazov	58.14	52.65619	RU	100676
Glendale	33.53865	-112.18599	US	240126
Glendale	34.14251	-118.25508	US	201020
Gliwice	50.29761	18.67658	PL	198835
Gloucester	45.35	-75.63333	CA	150012
Gloucester	51.86568	-2.2431	GB	132416
Godhra	22.77547	73.61488	IN	143644
Godomè	6.38948	2.34581	BJ	253262
Goiânia	-16.67861	-49.25389	BR	1536097
Gojra	31.14926	72.68323	PK	214000
Gokalpur	28.7029	77.28961	IN	121870
Gold Coast	-28.00029	153.43088	AU	640778
Golestān	35.5183	51.1819	IR	240000
Golfe	-8.86639	13.26173	AO	655796
Gol’yanovo	55.82299	37.81306	RU	158000
Goma	-1.67409	29.22845	CD	432587
Gombe	10.28969	11.16729	NG	560000
Gonbad-e Kāvūs	37.25004	55.16721	IR	151910
Gondal	21.96074	70.80255	IN	112197
Gonder	12.6	37.46667	ET	466000
Gondiā	21.46026	80.19205	IN	132813
Gondā City	27.13181	81.95332	IN	133583
Gongheyong	22.75923	113.79452	CN	204881
Gongzhuling	43.50075	124.81979	CN	140909
Gorakhpur	29.44768	75.67206	IN	1324570
Gorakhpur	26.76628	83.36889	IN	674246
Gorgān	36.8427	54.44391	IR	244937
Gorontalo	0.5375	123.0625	ID	205390
Gorzów Wielkopolski	52.73371	15.22505	PL	114567
Gothenburg	57.70716	11.96679	SE	608462
Governador Valadares	-18.85111	-41.94944	BR	250878
Goyang-si	37.65639	126.835	KR	1061752
Gqeberha	-33.96109	25.61494	ZA	1050078
Grajaú	-23.76979	-46.67112	BR	384873
Granada	37.18817	-3.60667	ES	233532
Grand Prairie	32.74596	-96.99778	US	187809
Grand Rapids	42.96336	-85.66809	US	195097
Gravataí	-29.94218	-50.99278	BR	265074
Gravesend	40.5976	-73.96514	US	112229
Graz	47.06733	15.44197	AT	303270
Greater Noida	28.49615	77.53601	IN	293908
Greater Sudbury	46.49	-80.99001	CA	166004
Greeley	40.42331	-104.70913	US	108795
Green Bay	44.51916	-88.01983	US	105207
Greensboro	36.07264	-79.79198	US	285342
Grenoble	45.17869	5.71479	FR	158552
Gresham	45.49818	-122.43148	US	110553
Grogol	-7.60111	110.81861	ID	100613
Groningen	53.21917	6.56667	NL	244807
Grozny	43.31195	45.68895	RU	297137
Gràcia	41.40237	2.15641	ES	121502
Guacara	10.22609	-67.877	VE	198883
Guadalajara	20.67738	-103.34749	MX	1385629
Guadalajara de Buga	3.90089	-76.29783	CO	114316
Guadalupe	25.67663	-100.25907	MX	673616
Guadalupe	22.74678	-102.5188	MX	170029
Guaianases	-23.54333	-46.41083	BR	109316
Guanabacoa	23.12518	-82.30067	CU	112964
Guanare	9.03934	-69.73364	VE	112286
Guangshui	31.6199	113.9978	CN	154771
Guangyuan	32.44201	105.823	CN	516424
Guangzhou	23.11667	113.25	CN	16096724
Guang’an	30.47413	106.63696	CN	858159
Guankou	28.15861	113.62709	CN	1380000
Guantánamo	20.14444	-75.20917	CU	272801
Guarapari	-20.67182	-40.50196	BR	124656
Guarapuava	-25.39048	-51.46541	BR	182093
Guaratinguetá	-22.81639	-45.1925	BR	118044
Guarenas	10.47027	-66.61934	VE	248588
Guarujá	-23.99306	-46.25639	BR	322750
Guarulhos	-23.46278	-46.53333	BR	1169577
Guará	-15.80976	-47.97202	BR	120641
Guatemala City	14.64072	-90.51327	GT	994938
Guatire	10.474	-66.54241	VE	227666
Guayaquil	-2.19616	-79.88621	EC	2723665
Gucun	31.34933	121.39341	CN	240185
Gudivāda	16.43547	80.99555	IN	118167
Guelma	36.46214	7.42608	DZ	120004
Guelmim	28.98696	-10.05738	MA	129200
Guelph	43.54594	-80.25599	CA	143740
Guigang	23.11603	109.59472	CN	1086327
Guiguinto	14.83333	120.88333	PH	118173
Guilin	25.28022	110.29639	CN	1572300
Guixi	30.33355	107.34545	CN	188980
Guiyang	26.58333	106.71667	CN	3037159
Gujangbagh	37.10927	79.93433	CN	408894
Gujranwala	32.15567	74.18705	PK	2511118
Gujrat	32.5742	74.07542	PK	574240
Guli	28.88162	120.03308	CN	536000
Gulin	28.04223	105.81038	CN	116527
Gulu	2.77457	32.29899	UG	177400
Gumi	36.1136	128.336	KR	404691
Guna	24.64691	77.3113	IN	180935
Gunan	29.0231	106.648	CN	208010
Gundupālaiyam	11.94096	79.80294	IN	300104
Gunpo	37.3675	126.94694	KR	286485
Gunsan	35.97861	126.71139	KR	264656
Guntakal	15.17112	77.36244	IN	126270
Guntur	16.29974	80.45729	IN	670073
Gunungsitoli	1.2888	97.6143	ID	136707
Guri-si	37.5986	127.1394	KR	195236
Gurugram	28.4601	77.02635	IN	886519
Gurúè	-15.46694	36.97778	MZ	168971
Gusau	12.17024	6.66412	NG	226857
Gustavo Adolfo Madero	19.49392	-99.11075	MX	1185772
Guwahati	26.1844	91.7458	IN	962334
Guyong	14.8361	120.97844	PH	155391
Guyuan	36.00667	106.28083	CN	411854
Guédiawaye	14.77446	-17.40212	SN	329659
Gwalior	26.22983	78.17337	IN	1054420
Gwangju	35.15472	126.91556	KR	1401235
Gwangmyeong	37.47722	126.86639	KR	357545
Gwangyang	34.9414	127.69569	KR	154266
Gweru	-19.45	29.81667	ZW	158200
Gyeongju	35.84278	129.21167	KR	245365
Gyeongsan-si	35.82333	128.73778	KR	266951
Gyumri	40.79305	43.84635	AM	114667
Gyānpur	25.33268	82.46637	IN	200000
Győr	47.68333	17.63512	HU	129301
Gò Vấp	10.81667	106.68333	VN	110850
Gómez Palacio	25.56871	-103.4996	MX	257352
Gölbaşı	39.79043	32.80903	TR	165201
Göttingen	51.53443	9.93228	DE	122149
Gāndhīdhām	23.08333	70.13333	IN	247992
Ha'il	27.52188	41.69073	SA	605930
Haarlem	52.38084	4.63683	NL	162543
Habikino	34.55276	135.59097	JP	109479
Hachinohe	40.5	141.5	JP	239046
Hachiōji	35.65583	139.32389	JP	579355
Hadano	35.37111	139.22361	JP	163787
Hadejia	12.45347	10.04115	NG	110753
Haeju	38.04056	125.71472	KP	222396
Hafar Al-Batin	28.43279	45.97077	SA	271642
Hafizabad	32.07095	73.68802	PK	318621
Hagen	51.36081	7.47168	DE	198972
Hagonoy	14.83413	120.73271	PH	123531
Hai Bà Trưng	21.01341	105.84772	VN	303586
Haicheng	40.85158	122.74754	CN	191651
Haifa	32.81303	34.99928	IL	285316
Haikou	24.77985	102.57548	CN	112644
Haikou	20.03421	110.34651	CN	2873358
Hailar	49.2	119.7	CN	211066
Hailin	44.57149	129.38539	CN	144443
Hailun	47.44663	126.92475	CN	109881
Haimen	23.19346	116.61219	CN	125427
Haiphong	20.86481	106.68345	VN	2625200
Hakodate	41.77583	140.73667	JP	275730
Haldia	22.06046	88.10975	IN	170695
Haldwani	29.22254	79.5286	IN	139497
Halifax	44.64269	-63.57688	CA	471559
Halle (Saale)	51.48158	11.97947	DE	237865
Hamadān	34.79922	48.51456	IR	528256
Hamamatsu	34.7	137.73333	JP	791707
Hamburg	53.55073	9.99302	DE	1973896
Hamburg-Mitte	53.55	10.01667	DE	301231
Hamburg-Nord	53.58935	9.984	DE	315514
Hamhŭng	39.91833	127.53639	KP	559056
Hami	42.83393	93.50601	CN	246373
Hamilton	43.25011	-79.84963	CA	569353
Hamilton	-37.78333	175.28333	NZ	192100
Hamm	51.68033	7.82089	DE	178967
Hammamet	36.4	10.61667	TN	106326
Hammanskraal	-25.40892	28.287	ZA	112950
Hampton	37.02987	-76.34522	US	137148
Hanam	37.54	127.20556	KR	254415
Handa	34.88333	136.93333	JP	117884
Handan	36.60999	114.48764	CN	1358318
Handeni	-5.43333	38.01667	TZ	108968
Hanfeng	31.16946	108.4031	CN	196528
Hangu	39.24889	117.78917	CN	208369
Hangzhou	30.29365	120.16142	CN	9236032
Hanjia	29.29524	108.16132	CN	108430
Hannover	52.37052	9.73322	DE	515140
Hanoi	21.0245	105.84117	VN	8053663
Hanumāngarh	29.58182	74.32938	IN	155687
Hanzhong	33.07507	107.02214	CN	1006557
Harar	9.31387	42.11815	ET	157000
Harare	-17.82772	31.05337	ZW	1542813
Harbin	45.75	126.65	CN	5242897
Harburg	53.46057	9.98388	DE	169221
Hardoī	27.39491	80.13165	IN	122635
Hargeysa	9.56	44.065	SO	477876
Haridwar	29.94791	78.16025	IN	186079
Harlem	40.80788	-73.94542	US	116345
Harrow	51.57835	-0.33208	GB	149246
Hartford	41.76371	-72.68509	US	121054
Harunabad	29.61206	73.13802	PK	149679
Hashtsāl	28.63406	77.05771	IN	176877
Hasilpur	29.69221	72.54566	PK	168146
Hassan	13.00715	76.0962	IN	155006
Hat Yai	7.00836	100.47668	TH	191696
Hatsukaichi	34.35	132.33333	JP	114173
Havana	23.13302	-82.38304	CU	2163824
Haveli Lakha	30.45097	73.69371	PK	122389
Hayward	37.66882	-122.0808	US	158289
Hazāribāgh	23.99241	85.36162	IN	153595
Hebi	35.73231	114.28616	CN	634721
Hebron	31.52935	35.0938	PS	160470
Hechi	24.69285	108.08376	CN	330131
Hechuan	29.99228	106.26461	CN	377213
Hedong	23.9196	115.7801	CN	101825
Hefei	31.86389	117.28083	CN	5050000
Hegang	47.34727	130.29033	CN	743307
Heidelberg	49.40768	8.69079	DE	143345
Heihe	50.24413	127.49016	CN	223832
Heilbronn	49.13995	9.22054	DE	120733
Hejiang	28.81161	105.83359	CN	137437
Helsingborg	56.04673	12.69437	SE	104250
Helsinki	60.16952	24.93545	FI	658864
Henderson	36.0397	-114.98194	US	285667
Hengshan	45.20837	130.89808	CN	164844
Hengshui	37.73908	115.68348	CN	522147
Hengyang	26.88946	112.61888	CN	1075516
Hepo	23.43077	115.82991	CN	131238
Hepu	21.65921	109.20011	CN	192813
Hermosillo	29.08874	-110.96677	MX	812229
Herne	51.5388	7.22572	DE	172108
Heroica Guaymas	27.91989	-110.89888	MX	117253
Heroica Matamoros	25.87972	-97.50417	MX	510739
Herāt	34.34817	62.19967	AF	574300
Heshan	28.56938	112.34733	CN	1249807
Hetauda	27.42839	85.03219	NP	195951
Heyuan	23.73333	114.68333	CN	463907
Heze	35.23929	115.47358	CN	1346717
